,case_number,year,type,country,age,species_,month,fatal,sex,species_shark,edad_ataques
848,2002.10.14,2002.0,Unprovoked,brazil,36.0,Possibly a bull shark or tiger shark,Oct,Y,M,Tiger,adulto
849,2002.10.05.b,2002.0,Unprovoked,usa,14.0,Blacktip or spinner shark,Oct,N,M,Unspecified,joven
850,2002.10.05.a,2002.0,Unprovoked,usa,35.0,3.5' to 4.5' shark,Oct,N,M,Unspecified,adulto
851,2002.10.03,2002.0,Unprovoked,usa,18.0,3.5' to 4' shark,Oct,N,M,Unspecified,joven
852,2002.09.30,2002.0,Unprovoked,usa,47.0,4' to 5' shark,Sep,N,M,Unspecified,adulto
853,2002.09.27.c,2002.0,Unprovoked,usa,55.0,1.2 m [4'] blacktip shark,Sep,N,M,Unspecified,adulto
854,2002.09.27.b,2002.0,Provoked,usa,,1.8 m [6'] blacktip shark,Sep,N,M,Unspecified,
855,2002.09.27.a,2002.0,Provoked,tonga,,"Tiger shark, 1.5 m [5']k",Sep,N,M,Tiger,
856,2002.09.21.b,2002.0,Unprovoked,usa,24.0,2.4 m [8'] shark,Sep,N,M,Unspecified,joven
857,2002.09.21.a,2002.0,Unprovoked,usa,35.0,3 m to 3.7 m [10' to 12'] shark,Sep,N,M,Unspecified,adulto
858,2002.09.16.b,2002.0,Unprovoked,brazil,19.0,Bull or tiger shark,Sep,N,M,Tiger,joven
859,2002.09.13,2002.0,Unprovoked,south africa,47.0,White shark,Sep,N,M,White,adulto
860,2002.09.09,2002.0,Unprovoked,usa,20.0,4' to 6' shark,Sep,N,M,Unspecified,joven
861,2002.09.05,2002.0,Provoked,usa,36.0,1' to 2' hammerhead or bonnethed shark,Sep,N,M,Unspecified,adulto
862,2002.08.28,2002.0,Unprovoked,usa,16.0,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,M,Tiger,joven
863,2002.08.14,2002.0,Unprovoked,usa,27.0,0.9 m  to 1.2 m [3' to 4'] shark,Aug,N,M,Unspecified,joven
864,2002.08.11,2002.0,Unprovoked,usa,15.0,"Nurse shark, 1.5 m [5'] ",Aug,N,M,Unspecified,joven
865,2002.08.05,2002.0,Unprovoked,usa,14.0,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,joven
866,2002.07.26,2002.0,Unprovoked,usa,13.0,1.2 m [4'] blacktip or sandbar shark,Jul,N,M,Unspecified,joven
867,2002.07.20,2002.0,Unprovoked,usa,15.0,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,N,F,Bull,joven
868,2002.07.09.b,2002.0,Provoked,usa,41.0,"Mako shark, 400-lb ",Jul,Y,M,Unspecified,adulto
869,2002.07.09.a,2002.0,Unprovoked,brazil,22.0,Bull or tiger shark,Jul,N,M,Tiger,joven
870,2002.07.04,2002.0,Unprovoked,usa,9.0,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",Jul,N,F,Bull,joven
871,2002.06.11.a,2002.0,Unprovoked,usa,28.0,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Jun,N,M,Unspecified,joven
872,2002.06.09.b,2002.0,Unprovoked,usa,50.0,  ,Jun,N,M,Unspecified,adulto
873,2002.06.03,2002.0,Unprovoked,south africa,50.0,1.5 to 2.5 m [5' to 8.25'] copper shark,Jun,N,M,Unspecified,adulto
874,2002.05.31.b,2002.0,Unprovoked,usa,24.0,3.7 m to 4.3 m [12' to 14'] white shark,May,N,M,White,joven
875,2002.05.31.a,2002.0,Unprovoked,usa,16.0,1 m  shark,May,N,M,Unspecified,joven
876,2002.05.22.b,2002.0,Provoked,usa,55.0,3' blacktip shark,May,N,M,Unspecified,adulto
877,2002.04.30,2002.0,Unprovoked,australia,23.0,"White shark, 6m [20']",Apr,Y,M,White,joven
878,2002.04.20,2002.0,Unprovoked,usa,34.0,1.2 m [4'] shark,Apr,N,M,Unspecified,adulto
879,2002.04.09,2002.0,Unprovoked,bahamas,43.0,"Bull shark, 400-lb ",Apr,N,M,Bull,adulto
880,2002.04.02,2002.0,Unprovoked,usa,41.0,3'  shark,Apr,N,M,Unspecified,adulto
881,2002.04.01,2002.0,Unprovoked,usa,29.0,0.9 m [3'] shark,Apr,N,M,Unspecified,joven
882,2002.03.25.b,2002.0,Unprovoked,usa,17.0,Tiger shark,Mar,N,M,Tiger,joven
883,2002.03.25.a,2002.0,Unprovoked,usa,11.0,  ,Mar,N,F,Unspecified,joven
884,2002.03.19,2002.0,Unprovoked,usa,20.0,4' shark,Mar,N,M,Unspecified,joven
885,2002.03.15.b,2002.0,Unprovoked,usa,39.0,"Nurse shark, 1m ",Mar,N,M,Unspecified,adulto
886,2002.03.15.a,2002.0,Unprovoked,usa,31.0,"Spinner shark, 3' to 4' ",Mar,N,M,Unspecified,joven
887,2002.02.16,2002.0,Unprovoked,australia,,"1.5 m [5'] ""whaler shark""",Feb,N,M,Unspecified,
888,2002.02.07,2002.0,Boating,australia,35.0,C. leucas tooth fragment recovered from kayak,Feb,N,M,Unspecified,adulto
889,2002.01.30.b,2002.0,Unprovoked,australia,20.0,"Tiger shark, 3 m [10']",Jan,N,M,Tiger,joven
890,2002.01.04,2002.0,Unprovoked,south africa,16.0,Zambesi shark?,Jan,N,M,Unspecified,joven
891,2002.01.01.b,2002.0,Unprovoked,south africa,26.0,Unidentified,Jan,N,M,Unspecified,joven
892,2002.01.01.a,2002.0,Unprovoked,usa,35.0,"Tiger shark, 1.8 m [6'] ",Jan,N,M,Tiger,adulto
893,2001.10.02,2001.0,Unprovoked,australia,20.0,Bronze whaler shark?,Oct,N,F,Unspecified,joven
894,2001.09.30.b,2001.0,Unprovoked,mexico,26.0,"Tiger shark, 1.8 m [6']",Sep,N,M,Tiger,joven
895,2001.09.24,2001.0,Provoked,usa,21.0,4' shark,Sep,N,M,Unspecified,joven
896,2001.09.16,2001.0,Invalid,usa,42.0,Questionable incident - shark bite may have precipitated drowning,Sep,Y,M,Unspecified,adulto
897,2001.09.15.b,2001.0,Unprovoked,usa,,2' to 3.5' shark,Sep,N,M,Unspecified,
898,2001.09.03.b,2001.0,Unprovoked,usa,28.0,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,Y,M,White,joven
899,2001.09.03.a,2001.0,Unprovoked,usa,23.0,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,N,F,White,joven
900,2001.09.02,2001.0,Unprovoked,usa,20.0,1.5 m [5'] shark,Sep,N,M,Unspecified,joven
901,2001.09.01,2001.0,Unprovoked,usa,10.0,bull shark,Sep,Y,M,Bull,joven
902,2001.08.31,2001.0,Unprovoked,bahamas,44.0,3 m [10'] bull shark,Aug,N,M,Bull,adulto
903,2001.08.22,2001.0,Unprovoked,usa,17.0,a small shark,Aug,N,M,Unspecified,joven
904,2001.08.18.c,2001.0,Unprovoked,usa,20.0,Possibly  a blacktip or spinner shark,Aug,N,M,Unspecified,joven
905,2001.08.18.b,2001.0,Unprovoked,usa,19.0,"3' shark, possibly  a blacktip or spinner shark",Aug,N,M,Unspecified,joven
906,2001.08.18.a,2001.0,Unprovoked,usa,19.0,"Blacktip shark, 5' to 6' ",Aug,N,M,Unspecified,joven
907,2001.08.16,2001.0,Unprovoked,bahamas,43.0,1.9 m [6.5'] bull shark,Aug,N,M,Bull,adulto
908,2001.07.15.a,2001.0,Unprovoked,usa,18.0,0.9 m  [3'] shark,Jul,N,M,Unspecified,joven
909,2001.07.06.a,2001.0,Unprovoked,usa,8.0,"Bull shark, 2.3 m [7.5'] ",Jul,N,M,Bull,joven
910,2001.06.10,2001.0,Provoked,usa,52.0,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,N,M,White,adulto
911,2001.06.03,2001.0,Unprovoked,usa,29.0,2' shark,Jun,N,F,Unspecified,joven
912,2001.05.03,2001.0,Unprovoked,usa,45.0,1.2 m to 1.5 m [4' to 5'] shark,May,N,M,Unspecified,adulto
913,2001.04.13.a,2001.0,Unprovoked,usa,12.0,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,joven
914,2001.04.12.c,2001.0,Unprovoked,usa,21.0,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,joven
915,2001.04.12.b,2001.0,Unprovoked,usa,12.0,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,joven
916,2001.04.12.a,2001.0,Unprovoked,usa,22.0,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,N,M,Unspecified,joven
917,2001.04.11.d,2001.0,Unprovoked,usa,19.0,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,joven
918,2001.04.08.b,2001.0,Unprovoked,south africa,46.0,"White shark, 2.7 m [9'] ",Apr,N,M,White,adulto
919,2001.04.05,2001.0,Unprovoked,usa,26.0,"""small shark""",Apr,N,M,Unspecified,joven
920,2001.04.02.a,2001.0,Unprovoked,australia,40.0,Bronze whaler shark,Apr,N,M,Unspecified,adulto
921,2001.02.04,2001.0,Unprovoked,australia,40.0,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,N,M,Unspecified,adulto
922,2000.12.12,2000.0,Unprovoked,fiji,47.0,6 m [20'] shark,Dec,Y,M,Unspecified,adulto
923,2000.12.03,2000.0,Unprovoked,australia,38.0,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,N,M,Unspecified,adulto
924,2000.11.18,2000.0,Unprovoked,usa,28.70969899665552,1.2 m to 1.8 m [4' to 6'] shark,Nov,N,M,Unspecified,mayor
925,2000.11.06.b,2000.0,Unprovoked,australia,52.0,"White shark, 4.9 m [16'] ",Nov,N,M,White,adulto
926,2000.11.06.a,2000.0,Unprovoked,australia,49.0,"White shark, 5 m [16.5'] ",Nov,Y,M,White,adulto
927,2000.11.04,2000.0,Unprovoked,usa,27.0,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,N,M,White,joven
928,2000.10.18,2000.0,Unprovoked,usa,56.0,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,F,Tiger,adulto
929,2000.10.09,2000.0,Unprovoked,usa,17.0,2.1 to 2.4 m [7' to 8'] shark,Oct,N,M,Unspecified,joven
930,2000.10.06.b,2000.0,Unprovoked,usa,23.0,"Blacktip shark, 2' ",Oct,N,M,Unspecified,joven
931,2000.09.25,2000.0,Unprovoked,australia,17.0,White shark,Sep,Y,M,White,joven
932,2000.09.24,2000.0,Unprovoked,australia,25.0,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,Y,M,White,joven
933,2000.09.16.b,2000.0,Unprovoked,okinawa,31.0,"White shark, 2.5 m ",Sep,Y,M,White,joven
934,2000.09.11,2000.0,Unprovoked,usa,25.0,60 cm to 90 cm [2' to 3'] shark,Sep,N,M,Unspecified,joven
935,2000.09.10.a,2000.0,Unprovoked,south africa,48.0,"White shark, 3.5 m [11.5']  male ",Sep,N,M,White,adulto
936,2000.09.08.b,2000.0,Unprovoked,usa,40.0,1.5 m [5'] shark,Sep,N,M,Unspecified,adulto
937,2000.09.08.a,2000.0,Unprovoked,reunion,27.0,"Tiger shark, 3 m [10'] ",Sep,N,M,Tiger,joven
938,2000.08.31,2000.0,Unprovoked,usa,47.0,A 2' shark was seen in the area by witnesses,Aug,N,M,Unspecified,adulto
939,2000.08.30,2000.0,Unprovoked,usa,28.70969899665552,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,Y,M,Bull,mayor
940,2000.08.15,2000.0,Unprovoked,usa,53.0,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,N,M,Tiger,adulto
941,2000.08.13,2000.0,Unprovoked,usa,27.0,juvenile shark,Aug,N,M,Unspecified,joven
942,2000.08.12,2000.0,Unprovoked,usa,44.0,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,F,Unspecified,adulto
943,2000.07.06,2000.0,Unprovoked,usa,12.0,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,N,F,Tiger,joven
944,2000.07.04.a,2000.0,Unprovoked,usa,55.0,"Nurse shark, 1.2 m [4'] ",Jul,N,F,Unspecified,adulto
945,2000.07.02.b,2000.0,Unprovoked,usa,13.0,0.9 m [3'] shark,Jul,N,F,Unspecified,joven
946,2000.07.02.a,2000.0,Unprovoked,usa,19.0,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,N,F,Unspecified,joven
947,2000.06.10,2000.0,Unprovoked,usa,17.0,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,N,M,Unspecified,joven
948,2000.06.09.b,2000.0,Unprovoked,usa,55.0,Bull shark?,Jun,N,M,Bull,adulto
949,2000.06.09.a,2000.0,Unprovoked,usa,44.0,Bull shark,Jun,N,M,Bull,adulto
950,2000.03.30,2000.0,Unprovoked,australia,26.0,2.5 m shark,Mar,N,M,Unspecified,joven
951,2000.03.26,2000.0,Unprovoked,usa,14.0,1.8 m [6'] shark,Mar,N,F,Unspecified,joven
952,2000.03.24,2000.0,Unprovoked,usa,37.0,1.2 m [4'] shark,Mar,N,M,Unspecified,adulto
953,2000.03.15,2000.0,Unprovoked,new caledonia,35.0,Tiger shark?,Mar,Y,M,Tiger,adulto
954,2000.03.00,2000.0,Unprovoked,usa,39.0,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",Mar,N,M,Unspecified,adulto
955,1999.12.06,1999.0,Invalid,brazil,39.0,Shark involvement not confirmed,Dec,N,M,Unspecified,adulto
956,1999.11.23,1999.0,Unprovoked,usa,51.0,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,N,F,Tiger,adulto
957,1999.11.06,1999.0,Unprovoked,brazil,39.0,1.3 to 1.6 m shark,Nov,N,M,Unspecified,adulto
958,1999.10.01,1999.0,Unprovoked,usa,16.0,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,M,Tiger,joven
959,1999.09.18,1999.0,Unprovoked,usa,37.0,White shark,Sep,N,M,White,adulto
960,1999.08.26,1999.0,Unprovoked,usa,28.0,"""a small shark""",Aug,N,M,Unspecified,joven
961,1999.08.23,1999.0,Unprovoked,marshall islands,23.0,7' shark,Aug,N,M,Unspecified,joven
962,1999.08.16,1999.0,Unprovoked,usa,10.0,1.8 m [6'] shark,Aug,N,M,Unspecified,joven
963,1999.08.05.a,1999.0,Unprovoked,usa,62.0,4' to 5' shark,Aug,N,M,Unspecified,mayor
964,1999.08.05,1999.0,Unprovoked,bahamas,35.0,2.7 m [9']  bull shark or Caribbean reef shark,Aug,N,M,Bull,adulto
965,1999.07.29,1999.0,Unprovoked,south africa,42.0,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,N,M,White,adulto
966,1999.07.26,1999.0,Unprovoked,usa,43.0,"Bull shark, 2.1 m [7']",Jul,N,M,Bull,adulto
967,1999.07.21,1999.0,Unprovoked,usa,43.0,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,N,M,Tiger,adulto
968,1999.07.15,1999.0,Unprovoked,south africa,14.0,White shark,Jul,Y,M,White,joven
969,1999.07.04,1999.0,Unprovoked,usa,30.0,"Blacktip shark, 1.8 m [6'] ",Jul,N,F,Unspecified,joven
970,1999.07.03,1999.0,Unprovoked,south africa,29.0,"White shark, 4 m [13'] ",Jul,N,M,White,joven
971,1999.06.17,1999.0,Unprovoked,usa,21.0,3' to 4' shark,Jun,N,M,Unspecified,joven
972,1999.06.09,1999.0,Unprovoked,usa,5.0,Blacktip or spinner shark,Jun,N,M,Unspecified,joven
973,1999.05.29,1999.0,Unprovoked,australia,22.0,Thought to involve a white shark,May,Y,M,White,joven
974,1999.05.01,1999.0,Unprovoked,brazil,21.0,"Tiger shark, 2.5 m [8.25']",May,N,M,Tiger,joven
975,1999.04.22,1999.0,Unprovoked,mauritius,41.0,"Grey reef shark, 1.5 m ",Apr,N,F,Grey,adulto
976,1999.04.11,1999.0,Unprovoked,reunion,52.0,3 bull sharks,Apr,Y,M,Bull,adulto
977,1999.03.05,1999.0,Unprovoked,usa,29.0,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,N,F,Unspecified,joven
978,1999.02.23,1999.0,Unprovoked,australia,35.0,Bronze whaler or tiger shark,Feb,N,M,Tiger,adulto
979,1999.02.03,1999.0,Unprovoked,usa,25.0,Spinner shark,Feb,N,M,Unspecified,joven
980,1999.00.00.b,1999.0,Unprovoked,south africa,30.0,"White shark, 4.6 m [15'] ",,N,M,White,joven
981,1998.12.20.R,1998.0,Unprovoked,south africa,18.0,Possibly a white shark,Dec,N,M,White,joven
982,1998.11.21,1998.0,Unprovoked,usa,9.0,Tiger shark,Nov,Y,M,Tiger,joven
983,1998.11.14,1998.0,Unprovoked,usa,14.0,1.2 m [4'] shark,Nov,N,M,Unspecified,joven
984,1998.11.11,1998.0,Unprovoked,usa,13.0,"A ""small shark""",Nov,N,M,Unspecified,joven
985,1998.11.02.a,1998.0,Unprovoked,brazil,22.0,Though to involve a white shark,Nov,Y,M,White,joven
986,1998.08.30,1998.0,Unprovoked,usa,26.0,3' to 4' shark,Aug,N,M,Unspecified,joven
987,1998.08.26,1998.0,Unprovoked,usa,16.0,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,N,M,White,joven
988,1998.08.15,1998.0,Unprovoked,bahamas,28.0,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,N,M,Unspecified,joven
989,1998.08.01.a,1998.0,Unprovoked,south africa,24.0,"White shark, 4.9 m [16']",Aug,N,M,White,joven
990,1998.07.11,1998.0,Unprovoked,south africa,16.0,5' to 6' shark,Jul,N,M,Unspecified,joven
991,1998.06.28.a,1998.0,Unprovoked,australia,26.0,Thought to involve a 5.5 m white shark named Kong,Jun,Y,M,White,joven
992,1998.06.22,1998.0,Unprovoked,south africa,20.0,White shark,Jun,Y,M,White,joven
993,1998.05.29.b,1998.0,Unprovoked,south africa,15.0,3 m to 4 m [10' to 13'] white shark,May,N,M,White,joven
994,1998.05.29.a,1998.0,Unprovoked,south africa,16.0,Unidentified,May,N,M,Unspecified,joven
995,1998.05.25,1998.0,Unprovoked,usa,40.0,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,N,M,Lemon,adulto
996,1998.05.16.c,1998.0,Unprovoked,usa,14.0,"1.8 m [6'] shark, possibly a blacktip",May,N,F,Unspecified,joven
997,1998.05.16.a,1998.0,Unprovoked,south africa,22.0,4 m [13'] white shark,May,N,M,White,joven
998,1998.04.26,1998.0,Unprovoked,mozambique,35.0,3 m [10'] shark,Apr,Y,F,Unspecified,adulto
999,1998.04.21,1998.0,Unprovoked,usa,50.0,5 m [16.5'] white shark,Apr,N,M,White,adulto
1000,1998.03.15,1998.0,Unprovoked,south africa,33.0,3 m [10'] white shark,Mar,N,M,White,adulto
1001,1998.03.08.a,1998.0,Unprovoked,usa,32.0,5' spinner shark,Mar,N,M,Unspecified,adulto
1002,1998.01.28.R ,1998.0,Invalid,australia,31.0,Shark involvement not confirmed,Jan,,M,Unspecified,joven
1003,1998.01.14,1998.0,Unprovoked,mozambique,23.0,Small dusky shark or blackfin shark,Jan,N,M,Unspecified,joven
1004,1997.12.28.b,1997.0,Unprovoked,south africa,39.0,White shark,Dec,Y,M,White,adulto
1005,1997.11.09,1997.0,Unprovoked,australia,42.0,White shark,Nov,N,M,White,adulto
1006,1997.10.28.a,1997.0,Unprovoked,usa,19.0,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,N,M,Tiger,joven
1007,1997.10.24,1997.0,Unprovoked,usa,23.0,Possibly a blacktip shark,Oct,N,M,Unspecified,joven
1008,1997.10.21,1997.0,Unprovoked,usa,12.0,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,joven
1009,1997.08.24,1997.0,Unprovoked,usa,29.0,5 m [16.5'] white shark,Aug,N,M,White,joven
1010,1997.08.02.b,1997.0,Unprovoked,usa,17.0,juvenile shark,Aug,N,M,Unspecified,joven
1011,1997.08.02.a,1997.0,Unprovoked,usa,19.0,"""juvenile shark""",Aug,N,M,Unspecified,joven
1012,1997.07.21,1997.0,Unprovoked,south africa,25.0,4.5 m white shark,Jul,Y,M,White,joven
1013,1997.07.14,1997.0,Unprovoked,usa,50.0,Blacktip shark,Jul,N,M,Unspecified,adulto
1014,1997.06.15,1997.0,Unprovoked,fiji,47.0,"Tiger shark, 2.7m  [9']",Jun,N,F,Tiger,adulto
1015,1997.06.09,1997.0,Unprovoked,usa,18.0,Possibly a spinner shark,Jun,N,M,Unspecified,joven
1016,1997.06.02,1997.0,Unprovoked,usa,33.0,1.2 m [4'] shark (spinner shark?),Jun,N,M,Unspecified,adulto
1017,1997.05.31.c,1997.0,Unprovoked,usa,35.0,4' shark,May,N,M,Unspecified,adulto
1018,1997.05.31.b,1997.0,Unprovoked,usa,34.0,Possibly a sand shark,May,N,M,Unspecified,adulto
1019,1997.05.31.a,1997.0,Unprovoked,usa,12.0,Possibly a sand shark,May,N,M,Unspecified,joven
1020,1997.02.28.a,1997.0,Unprovoked,australia,30.0,"Tiger shark, 2m to 3m ",Feb,N,M,Tiger,joven
1021,1997.01.25,1997.0,Unprovoked,australia,27.0,1.8 m to 2.1 m [6' to 7'] shark,Jan,N,M,Unspecified,joven
1022,1997.01.20,1997.0,Unprovoked,australia,41.0,"Tiger shark, 4.5 m [14'9""]",Jan,Y,M,Tiger,adulto
1023,1996.11.29.a,1996.0,Unprovoked,usa,45.0,3 m to 5 m [10' to 16.5'] white shark,Nov,N,M,White,adulto
1024,1996.10.05.,1996.0,Unprovoked,usa,22.0,5.5 m to 6 m [18' to 20'] white shark,Oct,N,M,White,joven
1025,1996.10.03.b,1996.0,Unprovoked,usa,21.0,1.2 m [4'] shark,Oct,N,M,Unspecified,joven
1026,1996.10.03.a,1996.0,Unprovoked,usa,31.0,5 m [16.5'] white shark,Oct,N,M,White,joven
1027,1996.09.06.b,1996.0,Unprovoked,new zealand,23.0,White shark,Sep,N,M,White,joven
1028,1996.09.06.a,1996.0,Unprovoked,usa,19.0,"""a young shark""",Sep,N,M,Unspecified,joven
1029,1996.09.01.b,1996.0,Invalid,usa,28.0,Shark involvement not confirmed,Sep,,F,Unspecified,joven
1030,1996.09.01.a,1996.0,Provoked,south africa,29.0,White shark,Sep,N,M,White,joven
1031,1996.08.29,1996.0,Unprovoked,usa,19.0,"Tiger shark, 2.4 m [8'] ",Aug,N,M,Tiger,joven
1032,1996.08.13,1996.0,Unprovoked,usa,36.0,6 m [20'] white shark,Aug,N,M,White,adulto
1033,1996.08.11,1996.0,Unprovoked,usa,21.0,1.8 m to 2.1 m [6' to 7'] hammerhead shark,Aug,N,M,Unspecified,joven
1034,1996.07.04.b,1996.0,Unprovoked,usa,63.0,5' to 6' shark,Jul,N,F,Unspecified,mayor
1035,1996.05.28,1996.0,Unprovoked,south africa,17.0,2.5 m [8.25'] white shark ,May,N,M,White,joven
1036,1996.05.18,1996.0,Unprovoked,usa,22.0,1.2 m [4'] shark,May,N,M,Unspecified,joven
1037,1996.05.07,1996.0,Unprovoked,usa,27.0,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,May,N,M,Unspecified,joven
1038,1996.03.05,1996.0,Unprovoked,australia,47.0,Tiger shark,Mar,N,F,Tiger,adulto
1039,1996.02.26,1996.0,Unprovoked,australia,24.0,Bronze whaler shark,Feb,N,M,Unspecified,joven
1040,1996.02.04,1996.0,Unprovoked,australia,7.0,"""reef shark""",Feb,N,M,Unspecified,joven
1041,1996.01.16,1996.0,Unprovoked,usa,53.0,Possibly a tiger shark,Jan,N,M,Tiger,adulto
1042,1996.01.10,1996.0,Unprovoked,reunion,25.0,"Tiger shark, 300-kg [662-lb] ",Jan,Y,M,Tiger,joven
1043,1995.10.11,1995.0,Unprovoked,australia,15.0,4 m shark,Oct,N,F,Unspecified,joven
1044,1995.10.01,1995.0,Unprovoked,usa,39.0,1.2 m to 1.5 m [4' to 5']   shark,Oct,N,M,Unspecified,adulto
1045,1995.09.30.b,1995.0,Unprovoked,usa,14.0,1.5 to 1.8 m [5' to 6'] shark,Sep,N,M,Unspecified,joven
1046,1995.09.28,1995.0,Unprovoked,usa,25.0,4 m [13'] white shark,Sep,N,M,White,joven
1047,1995.09.11,1995.0,Unprovoked,australia,29.0,White shark,Sep,Y,M,White,joven
1048,1995.09.03.b,1995.0,Unprovoked,usa,32.0,3 m to 4 m [10' to 13'] white shark,Sep,N,M,White,adulto
1049,1995.08.26/b,1995.0,Unprovoked,usa,16.0,5' shark,Aug,N,M,Unspecified,joven
1050,1995.08.26.a,1995.0,Unprovoked,usa,18.0,"""a small shark""",Aug,N,M,Unspecified,joven
1051,1995.08.25,1995.0,Unprovoked,usa,16.0,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,joven
1052,1995.08.22.c,1995.0,Unprovoked,usa,23.0,"""sand"" shark",Aug,N,M,Unspecified,joven
1053,1995.08.22.a,1995.0,Unprovoked,usa,19.0,"""small shark""",Aug,N,M,Unspecified,joven
1054,1995.08.19,1995.0,Unprovoked,tonga,18.0,"""small shark""",Aug,N,M,Unspecified,joven
1055,1995.08.15,1995.0,Unprovoked,usa,20.0,1.8 m [6'] shark,Aug,N,M,Unspecified,joven
1056,1995.08.07,1995.0,Unprovoked,usa,12.0,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,joven
1057,1995.06.30,1995.0,Unprovoked,usa,31.0,6 m [20'] white shark,Jun,N,M,White,joven
1058,1995.06.17.a,1995.0,Unprovoked,usa,45.0,1.8 m [6'] shark,Jun,N,M,Unspecified,adulto
1059,1995.06.16,1995.0,Unprovoked,usa,10.0,6' shark,Jun,N,F,Unspecified,joven
1060,1995.06.14,1995.0,Unprovoked,usa,38.0,"Tiger shark, 3.7 m [12'] ",Jun,N,M,Tiger,adulto
1061,1995.06.02,1995.0,Unprovoked,hong kong,29.0,1.8 m to 2.1 m [6' to 7'] shark,Jun,Y,M,Unspecified,joven
1062,1995.04.09.a,1995.0,Unprovoked,japan,47.0,6 m [20'] white shark,Apr,Y,M,White,adulto
1063,1995.03.11,1995.0,Unprovoked,australia,35.0,"Bronze whaler shark, 2 m ",Mar,N,M,Unspecified,adulto
1064,1995.02.19,1995.0,Unprovoked,south africa,22.0,Raggedtooth shark,Feb,N,M,Unspecified,joven
1065,1995.01.24,1995.0,Unprovoked,south africa,14.0,"Tiger shark, 1.8 m [6'] ",Jan,Y,M,Tiger,joven
1066,1994.12.30,1994.0,Unprovoked,south africa,26.0,5.5 m [18'] white shark,Dec,N,M,White,joven
1067,1994.12.09.a,1994.0,Unprovoked,usa,42.0,5 m to 5.5 m [16.5' to 18'] white shark,Dec,Y,M,White,adulto
1068,1994.11.13,1994.0,Unprovoked,usa,34.0,2.7 m [9'] shark,Nov,N,F,Unspecified,adulto
1069,1994.10.08,1994.0,Provoked,usa,9.0,Thought to involve a small sand shark,Oct,N,F,Unspecified,joven
1070,1994.09.21,1994.0,Unprovoked,usa,43.0,5 m [16.5'] white shark,Sep,N,M,White,adulto
1071,1994.09.05,1994.0,Unprovoked,usa,12.0,Small shark,Sep,N,F,Unspecified,joven
1072,1994.07.09.c,1994.0,Unprovoked,reunion,24.0,3 to 3.5 m [10' to 11.5'] bull shark,Jul,Y,M,Bull,joven
1073,1994.07.09.b,1994.0,Unprovoked,south africa,22.0,4 m [13'] white shark,Jul,Y,M,White,joven
1074,1994.07.09.a,1994.0,Unprovoked,south africa,31.0,4 m [13'] white shark,Jul,N,M,White,joven
1075,1994.07.08.a,1994.0,Unprovoked,usa,15.0,"""small shark""",Jul,N,M,Unspecified,joven
1076,1994.06.24,1994.0,Unprovoked,bahamas,30.0,1.8 m [6'] shark,Jun,N,M,Unspecified,joven
